,TRTALONE,year
214087,145,2020
214088,119,2020
214089,573,2020
214090,30,2020
214091,140,2020
214092,520,2020
214093,65,2020
214094,445,2020
214095,450,2020
214096,510,2020
214097,90,2020
214098,0,2020
214099,210,2020
214100,0,2020
214101,600,2020
214102,410,2020
214103,100,2020
214104,65,2020
214105,15,2020
214106,670,2020
214107,240,2020
214108,360,2020
214109,395,2020
214110,198,2020
214111,300,2020
214112,140,2020
214113,1110,2020
214114,0,2020
214115,930,2020
214116,40,2020
214117,417,2020
214118,300,2020
214119,810,2020
214120,460,2020
214121,130,2020
214122,30,2020
214123,770,2020
214124,735,2020
214125,540,2020
214126,150,2020
214127,0,2020
214128,200,2020
214129,190,2020
214130,168,2020
214131,360,2020
214132,132,2020
214133,915,2020
214134,90,2020
214135,270,2020
214136,537,2020
214137,201,2020
214138,685,2020
214139,310,2020
214140,540,2020
214141,545,2020
214142,855,2020
214143,0,2020
214144,945,2020
214145,0,2020
214146,277,2020
214147,715,2020
214148,475,2020
214149,185,2020
214150,195,2020
214151,80,2020
214152,405,2020
214153,870,2020
214154,55,2020
214155,190,2020
214156,240,2020
214157,315,2020
214158,660,2020
214159,80,2020
214160,18,2020
214161,570,2020
214162,400,2020
214163,0,2020
214164,130,2020
214165,390,2020
214166,583,2020
214167,280,2020
214168,720,2020
214169,333,2020
214170,900,2020
214171,334,2020
214172,720,2020
214173,50,2020
214174,255,2020
214175,135,2020
214176,120,2020
214177,360,2020
214178,305,2020
214179,790,2020
214180,0,2020
214181,410,2020
214182,750,2020
214183,854,2020
214184,200,2020
214185,620,2020
214186,250,2020
214187,370,2020
214188,215,2020
214189,375,2020
214190,441,2020
214191,140,2020
214192,930,2020
214193,590,2020
214194,305,2020
214195,0,2020
214196,0,2020
214197,265,2020
214198,210,2020
214199,45,2020
214200,930,2020
214201,465,2020
214202,60,2020
214203,820,2020
214204,115,2020
214205,77,2020
214206,50,2020
214207,130,2020
214208,100,2020
214209,360,2020
214210,675,2020
214211,120,2020
214212,0,2020
214213,120,2020
214214,780,2020
214215,0,2020
214216,155,2020
214217,130,2020
214218,185,2020
214219,20,2020
214220,465,2020
214221,420,2020
214222,1130,2020
214223,0,2020
214224,210,2020
214225,0,2020
214226,155,2020
214227,220,2020
214228,630,2020
214229,15,2020
214230,860,2020
214231,450,2020
214232,900,2020
214233,125,2020
214234,200,2020
214235,520,2020
214236,30,2020
214237,660,2020
214238,65,2020
214239,235,2020
214240,685,2020
214241,660,2020
214242,592,2020
214243,100,2020
214244,690,2020
214245,580,2020
214246,815,2020
214247,165,2020
214248,249,2020
214249,90,2020
214250,780,2020
214251,120,2020
214252,1080,2020
214253,780,2020
214254,705,2020
214255,450,2020
214256,757,2020
214257,235,2020
214258,480,2020
214259,400,2020
214260,1020,2020
214261,242,2020
214262,960,2020
214263,450,2020
214264,380,2020
214265,1305,2020
214266,900,2020
214267,105,2020
214268,549,2020
214269,690,2020
214270,1050,2020
214271,290,2020
214272,60,2020
214273,655,2020
214274,820,2020
214275,150,2020
214276,10,2020
214277,801,2020
214278,510,2020
214279,1010,2020
214280,550,2020
214281,450,2020
214282,20,2020
214283,930,2020
214284,1200,2020
214285,365,2020
214286,450,2020
214287,244,2020
214288,430,2020
214289,360,2020
214290,675,2020
214291,423,2020
214292,780,2020
214293,80,2020
214294,780,2020
214295,180,2020
214296,299,2020
214297,255,2020
214298,300,2020
214299,410,2020
214300,210,2020
214301,150,2020
214302,335,2020
214303,0,2020
214304,60,2020
214305,520,2020
214306,820,2020
214307,145,2020
214308,0,2020
214309,160,2020
214310,305,2020
214311,185,2020
214312,471,2020
214313,150,2020
214314,0,2020
214315,680,2020
214316,675,2020
214317,405,2020
214318,510,2020
214319,480,2020
214320,315,2020
214321,177,2020
214322,1010,2020
214323,182,2020
214324,0,2020
214325,275,2020
214326,30,2020
214327,0,2020
214328,170,2020
214329,18,2020
214330,57,2020
214331,60,2020
214332,675,2020
214333,815,2020
214334,760,2020
214335,780,2020
214336,188,2020
214337,15,2020
214338,60,2020
214339,735,2020
214340,155,2020
214341,240,2020
214342,895,2020
214343,415,2020
214344,120,2020
214345,25,2020
214346,660,2020
214347,235,2020
214348,95,2020
214349,120,2020
214350,0,2020
214351,233,2020
214352,390,2020
214353,165,2020
214354,510,2020
214355,85,2020
214356,40,2020
214357,740,2020
214358,680,2020
214359,35,2020
214360,30,2020
214361,685,2020
214362,215,2020
214363,930,2020
214364,75,2020
214365,760,2020
214366,60,2020
214367,145,2020
214368,575,2020
214369,30,2020
214370,290,2020
214371,66,2020
214372,180,2020
214373,306,2020
214374,0,2020
214375,730,2020
214376,90,2020
214377,30,2020
214378,540,2020
214379,1080,2020
214380,195,2020
214381,165,2020
214382,660,2020
214383,215,2020
214384,0,2020
214385,60,2020
214386,280,2020
214387,316,2020
214388,612,2020
214389,125,2020
214390,180,2020
214391,120,2020
214392,0,2020
214393,1020,2020
214394,639,2020
214395,630,2020
214396,690,2020
214397,85,2020
214398,20,2020
214399,105,2020
214400,180,2020
214401,214,2020
214402,560,2020
214403,180,2020
214404,445,2020
214405,540,2020
214406,40,2020
214407,525,2020
214408,155,2020
214409,60,2020
214410,420,2020
214411,540,2020
214412,580,2020
214413,0,2020
214414,140,2020
214415,465,2020
214416,170,2020
214417,615,2020
214418,120,2020
214419,50,2020
214420,140,2020
214421,166,2020
214422,350,2020
214423,120,2020
214424,545,2020
214425,705,2020
214426,810,2020
214427,155,2020
214428,510,2020
214429,0,2020
214430,550,2020
214431,450,2020
214432,900,2020
214433,338,2020
214434,45,2020
214435,343,2020
214436,450,2020
214437,765,2020
214438,105,2020
214439,730,2020
214440,280,2020
214441,540,2020
214442,110,2020
214443,270,2020
214444,0,2020
214445,585,2020
214446,390,2020
214447,52,2020
214448,130,2020
214449,735,2020
214450,55,2020
214451,46,2020
214452,360,2020
214453,0,2020
214454,60,2020
214455,740,2020
214456,20,2020
214457,105,2020
214458,0,2020
214459,95,2020
214460,770,2020
214461,543,2020
214462,905,2020
214463,540,2020
214464,0,2020
214465,305,2020
214466,145,2020
214467,690,2020
214468,120,2020
214469,0,2020
214470,60,2020
214471,570,2020
214472,270,2020
214473,130,2020
214474,80,2020
214475,555,2020
214476,184,2020
214477,480,2020
214478,102,2020
214479,185,2020
214480,565,2020
214481,300,2020
214482,0,2020
214483,270,2020
214484,130,2020
214485,0,2020
214486,280,2020
214487,780,2020
214488,145,2020
214489,240,2020
214490,480,2020
214491,90,2020
214492,345,2020
214493,539,2020
214494,560,2020
214495,45,2020
214496,102,2020
214497,20,2020
214498,100,2020
214499,120,2020
214500,375,2020
214501,50,2020
214502,900,2020
214503,330,2020
214504,49,2020
214505,260,2020
214506,625,2020
214507,0,2020
214508,145,2020
214509,700,2020
214510,0,2020
214511,830,2020
214512,300,2020
214513,870,2020
214514,240,2020
214515,810,2020
214516,735,2020
214517,900,2020
214518,555,2020
214519,625,2020
214520,80,2020
214521,880,2020
214522,915,2020
214523,740,2020
214524,70,2020
214525,360,2020
214526,147,2020
214527,185,2020
214528,420,2020
214529,330,2020
214530,180,2020
214531,130,2020
214532,625,2020
214533,291,2020
214534,80,2020
214535,110,2020
214536,390,2020
214537,895,2020
214538,372,2020
214539,0,2020
214540,90,2020
214541,915,2020
214542,0,2020
214543,0,2020
214544,430,2020
214545,120,2020
214546,270,2020
214547,15,2020
214548,0,2020
214549,0,2020
214550,487,2020
214551,613,2020
214552,65,2020
214553,90,2020
214554,290,2020
214555,0,2020
214556,265,2020
214557,332,2020
214558,560,2020
214559,750,2020
214560,100,2020
214561,526,2020
214562,32,2020
214563,780,2020
214564,240,2020
214565,0,2020
214566,165,2020
214567,960,2020
214568,355,2020
214569,595,2020
214570,142,2020
214571,815,2020
214572,505,2020
214573,190,2020
214574,705,2020
214575,390,2020
214576,180,2020
214577,0,2020
214578,85,2020
214579,158,2020
214580,375,2020
214581,210,2020
214582,660,2020
214583,780,2020
214584,220,2020
214585,720,2020
214586,750,2020
214587,45,2020
214588,40,2020
214589,692,2020
214590,90,2020
214591,1020,2020
214592,90,2020
214593,60,2020
214594,695,2020
214595,630,2020
214596,330,2020
214597,430,2020
214598,20,2020
214599,390,2020
214600,720,2020
214601,360,2020
214602,249,2020
214603,40,2020
214604,180,2020
214605,75,2020
214606,90,2020
214607,120,2020
214608,317,2020
214609,40,2020
214610,120,2020
214611,665,2020
214612,540,2020
214613,455,2020
214614,270,2020
214615,671,2020
214616,607,2020
214617,260,2020
214618,230,2020
214619,90,2020
214620,29,2020
214621,390,2020
214622,240,2020
214623,435,2020
214624,60,2020
214625,461,2020
214626,305,2020
214627,345,2020
214628,300,2020
214629,30,2020
214630,280,2020
214631,150,2020
214632,690,2020
214633,685,2020
214634,0,2020
214635,0,2020
214636,20,2020
214637,140,2020
214638,439,2020
214639,145,2020
214640,73,2020
214641,150,2020
214642,550,2020
214643,565,2020
214644,735,2020
214645,665,2020
214646,90,2020
214647,30,2020
214648,100,2020
214649,270,2020
214650,206,2020
214651,662,2020
214652,695,2020
214653,383,2020
214654,115,2020
214655,840,2020
214656,15,2020
214657,415,2020
214658,37,2020
214659,124,2020
214660,120,2020
214661,120,2020
214662,195,2020
214663,45,2020
214664,260,2020
214665,335,2020
214666,315,2020
214667,152,2020
214668,175,2020
214669,753,2020
214670,900,2020
214671,549,2020
214672,30,2020
214673,215,2020
214674,320,2020
214675,325,2020
214676,445,2020
214677,840,2020
214678,60,2020
214679,332,2020
214680,480,2020
214681,750,2020
214682,195,2020
214683,795,2020
214684,70,2020
214685,422,2020
214686,0,2020
214687,267,2020
214688,192,2020
214689,300,2020
214690,120,2020
214691,345,2020
214692,45,2020
214693,900,2020
214694,265,2020
214695,240,2020
214696,90,2020
214697,415,2020
214698,15,2020
214699,848,2020
214700,870,2020
214701,85,2020
214702,465,2020
214703,510,2020
214704,66,2020
214705,420,2020
214706,825,2020
214707,230,2020
214708,360,2020
214709,116,2020
214710,540,2020
214711,95,2020
214712,75,2020
214713,735,2020
214714,30,2020
214715,110,2020
214716,465,2020
214717,305,2020
214718,60,2020
214719,150,2020
214720,490,2020
214721,240,2020
214722,780,2020
214723,980,2020
214724,110,2020
214725,465,2020
214726,650,2020
214727,770,2020
214728,0,2020
214729,733,2020
214730,90,2020
214731,1140,2020
214732,525,2020
214733,225,2020
214734,660,2020
214735,915,2020
214736,487,2020
214737,270,2020
214738,940,2020
214739,510,2020
214740,120,2020
214741,61,2020
214742,826,2020
214743,217,2020
214744,242,2020
214745,210,2020
214746,60,2020
214747,538,2020
214748,570,2020
214749,425,2020
214750,620,2020
214751,945,2020
214752,398,2020
214753,197,2020
214754,240,2020
214755,335,2020
214756,340,2020
214757,750,2020
214758,85,2020
214759,597,2020
214760,430,2020
214761,120,2020
214762,77,2020
214763,60,2020
214764,420,2020
214765,1176,2020
214766,620,2020
214767,480,2020
214768,610,2020
214769,170,2020
214770,170,2020
214771,30,2020
214772,180,2020
214773,270,2020
214774,1080,2020
214775,300,2020
214776,330,2020
214777,290,2020
214778,615,2020
214779,225,2020
214780,0,2020
214781,875,2020
214782,372,2020
214783,10,2020
214784,370,2020
214785,160,2020
214786,660,2020
214787,595,2020
214788,0,2020
214789,180,2020
214790,220,2020
214791,0,2020
214792,325,2020
214793,135,2020
214794,245,2020
214795,825,2020
214796,70,2020
214797,0,2020
214798,270,2020
214799,150,2020
214800,0,2020
214801,142,2020
214802,260,2020
214803,920,2020
214804,60,2020
214805,657,2020
214806,720,2020
214807,709,2020
214808,280,2020
214809,990,2020
214810,120,2020
214811,862,2020
214812,740,2020
214813,759,2020
214814,305,2020
214815,69,2020
214816,760,2020
214817,170,2020
214818,256,2020
214819,150,2020
214820,2,2020
214821,279,2020
214822,0,2020
214823,179,2020
214824,0,2020
214825,425,2020
214826,190,2020
214827,150,2020
214828,15,2020
214829,455,2020
214830,855,2020
214831,649,2020
214832,0,2020
214833,321,2020
214834,270,2020
214835,360,2020
214836,480,2020
214837,430,2020
214838,750,2020
214839,60,2020
214840,24,2020
214841,507,2020
214842,15,2020
214843,720,2020
214844,30,2020
214845,30,2020
214846,180,2020
214847,960,2020
214848,180,2020
214849,389,2020
214850,45,2020
214851,442,2020
214852,135,2020
214853,720,2020
214854,270,2020
214855,819,2020
214856,780,2020
214857,745,2020
214858,330,2020
214859,300,2020
214860,675,2020
214861,195,2020
214862,400,2020
214863,0,2020
214864,0,2020
214865,780,2020
214866,340,2020
214867,180,2020
214868,440,2020
214869,890,2020
214870,380,2020
214871,10,2020
214872,335,2020
214873,140,2020
214874,13,2020
214875,170,2020
214876,0,2020
214877,45,2020
214878,344,2020
214879,900,2020
214880,450,2020
214881,200,2020
214882,0,2020
214883,0,2020
214884,175,2020
214885,705,2020
214886,16,2020
214887,420,2020
214888,175,2020
214889,435,2020
214890,780,2020
214891,120,2020
214892,500,2020
214893,205,2020
214894,1100,2020
214895,748,2020
214896,823,2020
214897,840,2020
214898,150,2020
214899,592,2020
214900,180,2020
214901,422,2020
214902,375,2020
214903,870,2020
214904,105,2020
214905,610,2020
214906,320,2020
214907,0,2020
214908,960,2020
214909,0,2020
214910,265,2020
214911,270,2020
214912,480,2020
214913,75,2020
214914,780,2020
214915,780,2020
214916,10,2020
214917,75,2020
214918,840,2020
214919,405,2020
214920,380,2020
214921,670,2020
214922,620,2020
214923,120,2020
214924,95,2020
214925,880,2020
214926,870,2020
214927,150,2020
214928,180,2020
214929,75,2020
214930,90,2020
214931,200,2020
214932,980,2020
214933,360,2020
214934,240,2020
214935,51,2020
214936,105,2020
214937,60,2020
214938,5,2020
214939,150,2020
214940,0,2020
214941,395,2020
214942,670,2020
214943,70,2020
214944,320,2020
214945,460,2020
214946,25,2020
214947,210,2020
214948,75,2020
214949,495,2020
214950,0,2020
214951,341,2020
214952,145,2020
214953,375,2020
214954,180,2020
214955,240,2020
214956,710,2020
214957,780,2020
214958,0,2020
214959,487,2020
214960,1,2020
214961,480,2020
214962,45,2020
214963,35,2020
214964,429,2020
214965,103,2020
214966,115,2020
214967,0,2020
214968,750,2020
214969,45,2020
214970,860,2020
214971,200,2020
214972,825,2020
214973,720,2020
214974,420,2020
214975,430,2020
214976,20,2020
214977,340,2020
214978,493,2020
214979,80,2020
214980,520,2020
214981,17,2020
214982,429,2020
214983,120,2020
214984,425,2020
214985,75,2020
214986,660,2020
214987,448,2020
214988,570,2020
214989,250,2020
214990,280,2020
214991,0,2020
214992,810,2020
214993,60,2020
214994,585,2020
214995,260,2020
214996,525,2020
214997,135,2020
214998,736,2020
214999,120,2020
215000,330,2020
215001,135,2020
215002,685,2020
215003,300,2020
215004,0,2020
215005,960,2020
215006,810,2020
215007,105,2020
215008,665,2020
215009,835,2020
215010,105,2020
215011,346,2020
215012,345,2020
215013,80,2020
215014,875,2020
215015,120,2020
215016,280,2020
215017,855,2020
215018,260,2020
215019,150,2020
215020,31,2020
215021,370,2020
215022,110,2020
215023,830,2020
215024,90,2020
215025,340,2020
215026,465,2020
215027,225,2020
215028,540,2020
215029,370,2020
215030,429,2020
215031,330,2020
215032,105,2020
215033,780,2020
215034,285,2020
215035,900,2020
215036,235,2020
215037,245,2020
215038,465,2020
215039,750,2020
215040,290,2020
215041,310,2020
215042,71,2020
215043,345,2020
215044,510,2020
215045,305,2020
215046,120,2020
215047,305,2020
215048,540,2020
215049,15,2020
215050,960,2020
215051,790,2020
215052,300,2020
215053,465,2020
215054,200,2020
215055,0,2020
215056,630,2020
215057,70,2020
215058,860,2020
215059,35,2020
215060,60,2020
215061,606,2020
215062,421,2020
215063,0,2020
215064,710,2020
215065,420,2020
215066,330,2020
215067,180,2020
215068,20,2020
215069,0,2020
215070,350,2020
215071,32,2020
215072,825,2020
215073,250,2020
215074,70,2020
215075,145,2020
215076,1050,2020
215077,170,2020
215078,253,2020
215079,136,2020
215080,170,2020
215081,323,2020
215082,275,2020
215083,639,2020
215084,248,2020
215085,80,2020
215086,335,2020
215087,0,2020
215088,105,2020
215089,435,2020
215090,390,2020
215091,35,2020
215092,110,2020
215093,720,2020
215094,413,2020
215095,901,2020
215096,125,2020
215097,805,2020
215098,543,2020
215099,90,2020
215100,65,2020
215101,615,2020
215102,555,2020
215103,0,2020
215104,0,2020
215105,85,2020
215106,10,2020
215107,485,2020
215108,743,2020
215109,600,2020
215110,360,2020
215111,253,2020
215112,454,2020
215113,45,2020
215114,270,2020
215115,785,2020
215116,416,2020
215117,480,2020
215118,900,2020
215119,190,2020
215120,135,2020
215121,80,2020
215122,120,2020
215123,795,2020
215124,440,2020
215125,195,2020
215126,237,2020
215127,825,2020
215128,170,2020
215129,30,2020
215130,55,2020
215131,200,2020
215132,60,2020
215133,360,2020
215134,300,2020
215135,20,2020
215136,960,2020
215137,230,2020
215138,510,2020
215139,630,2020
215140,130,2020
215141,60,2020
215142,755,2020
215143,70,2020
215144,60,2020
215145,65,2020
215146,833,2020
215147,705,2020
215148,180,2020
215149,1035,2020
215150,35,2020
215151,585,2020
215152,72,2020
215153,40,2020
215154,735,2020
215155,720,2020
215156,130,2020
215157,285,2020
215158,120,2020
215159,320,2020
215160,325,2020
215161,750,2020
215162,495,2020
215163,510,2020
215164,180,2020
215165,565,2020
215166,125,2020
215167,1005,2020
215168,180,2020
215169,435,2020
215170,225,2020
215171,454,2020
215172,515,2020
215173,690,2020
215174,647,2020
215175,385,2020
215176,823,2020
215177,795,2020
215178,378,2020
215179,150,2020
215180,740,2020
215181,285,2020
215182,20,2020
215183,20,2020
215184,45,2020
215185,440,2020
215186,495,2020
215187,90,2020
215188,60,2020
215189,30,2020
215190,600,2020
215191,210,2020
215192,845,2020
215193,75,2020
215194,70,2020
215195,615,2020
215196,186,2020
215197,425,2020
215198,278,2020
215199,845,2020
215200,560,2020
215201,235,2020
215202,240,2020
215203,0,2020
215204,155,2020
215205,0,2020
215206,30,2020
215207,150,2020
215208,990,2020
215209,315,2020
215210,849,2020
215211,465,2020
215212,910,2020
215213,255,2020
215214,315,2020
215215,581,2020
215216,750,2020
215217,150,2020
215218,903,2020
215219,865,2020
215220,405,2020
215221,20,2020
215222,0,2020
215223,20,2020
215224,0,2020
215225,535,2020
215226,375,2020
215227,845,2020
215228,833,2020
215229,93,2020
215230,0,2020
215231,223,2020
215232,665,2020
215233,740,2020
215234,430,2020
215235,180,2020
215236,705,2020
215237,1023,2020
215238,65,2020
215239,845,2020
215240,98,2020
215241,120,2020
215242,45,2020
215243,595,2020
215244,60,2020
215245,75,2020
215246,150,2020
215247,690,2020
215248,0,2020
215249,225,2020
215250,810,2020
215251,265,2020
215252,1140,2020
215253,242,2020
215254,435,2020
215255,110,2020
215256,110,2020
215257,480,2020
215258,480,2020
215259,200,2020
215260,211,2020
215261,900,2020
215262,0,2020
215263,1000,2020
215264,45,2020
215265,740,2020
215266,510,2020
215267,420,2020
215268,730,2020
215269,65,2020
215270,570,2020
215271,165,2020
215272,120,2020
215273,90,2020
215274,150,2020
215275,885,2020
215276,720,2020
215277,525,2020
215278,205,2020
215279,1060,2020
215280,58,2020
215281,30,2020
215282,0,2020
215283,100,2020
215284,150,2020
215285,165,2020
215286,70,2020
215287,170,2020
215288,360,2020
215289,445,2020
215290,212,2020
215291,925,2020
215292,580,2020
215293,300,2020
215294,820,2020
215295,283,2020
215296,202,2020
215297,930,2020
215298,330,2020
215299,150,2020
215300,180,2020
215301,210,2020
215302,270,2020
215303,870,2020
215304,142,2020
215305,0,2020
215306,330,2020
215307,560,2020
215308,0,2020
215309,0,2020
215310,415,2020
215311,203,2020
215312,540,2020
215313,90,2020
215314,120,2020
215315,740,2020
215316,222,2020
215317,870,2020
215318,408,2020
215319,240,2020
215320,1080,2020
215321,785,2020
215322,450,2020
215323,330,2020
215324,285,2020
215325,300,2020
215326,360,2020
215327,540,2020
215328,242,2020
215329,90,2020
215330,0,2020
215331,62,2020
215332,45,2020
215333,600,2020
215334,180,2020
215335,100,2020
215336,720,2020
215337,165,2020
215338,130,2020
215339,60,2020
215340,0,2020
215341,105,2020
215342,105,2020
215343,100,2020
215344,600,2020
215345,85,2020
215346,630,2020
215347,455,2020
215348,60,2020
215349,310,2020
215350,30,2020
215351,0,2020
215352,140,2020
215353,220,2020
215354,95,2020
215355,515,2020
215356,255,2020
215357,415,2020
215358,305,2020
215359,90,2020
215360,195,2020
215361,48,2020
215362,540,2020
215363,240,2020
215364,60,2020
215365,305,2020
215366,0,2020
215367,350,2020
215368,565,2020
215369,591,2020
215370,275,2020
215371,95,2020
215372,475,2020
215373,90,2020
215374,790,2020
215375,0,2020
215376,11,2020
215377,413,2020
215378,15,2020
215379,565,2020
215380,230,2020
215381,95,2020
215382,970,2020
215383,120,2020
215384,621,2020
215385,155,2020
215386,45,2020
215387,205,2020
215388,540,2020
215389,540,2020
215390,550,2020
215391,15,2020
215392,291,2020
215393,810,2020
215394,795,2020
215395,100,2020
215396,396,2020
215397,570,2020
215398,530,2020
215399,660,2020
215400,490,2020
215401,370,2020
215402,240,2020
215403,4,2020
215404,148,2020
215405,180,2020
215406,720,2020
215407,195,2020
215408,570,2020
215409,702,2020
215410,0,2020
215411,760,2020
215412,180,2020
215413,864,2020
215414,685,2020
215415,387,2020
215416,795,2020
215417,395,2020
215418,0,2020
215419,30,2020
215420,545,2020
215421,445,2020
215422,180,2020
215423,90,2020
215424,340,2020
215425,0,2020
215426,253,2020
215427,355,2020
215428,432,2020
215429,0,2020
215430,815,2020
215431,0,2020
215432,745,2020
215433,198,2020
215434,435,2020
215435,420,2020
215436,0,2020
215437,160,2020
215438,720,2020
215439,115,2020
215440,134,2020
215441,14,2020
215442,840,2020
215443,675,2020
215444,300,2020
215445,630,2020
215446,225,2020
215447,80,2020
215448,503,2020
215449,0,2020
215450,415,2020
215451,30,2020
215452,560,2020
215453,430,2020
215454,150,2020
215455,410,2020
215456,275,2020
215457,500,2020
215458,625,2020
215459,0,2020
215460,120,2020
215461,750,2020
215462,950,2020
215463,15,2020
215464,245,2020
215465,120,2020
215466,351,2020
215467,105,2020
215468,140,2020
215469,225,2020
215470,335,2020
215471,44,2020
215472,60,2020
215473,540,2020
215474,400,2020
215475,115,2020
215476,25,2020
215477,320,2020
215478,0,2020
215479,431,2020
215480,41,2020
215481,510,2020
215482,165,2020
215483,60,2020
215484,256,2020
215485,540,2020
215486,200,2020
215487,180,2020
215488,840,2020
215489,685,2020
215490,0,2020
215491,595,2020
215492,870,2020
215493,395,2020
215494,295,2020
215495,360,2020
215496,900,2020
215497,114,2020
215498,0,2020
215499,45,2020
215500,175,2020
215501,811,2020
215502,630,2020
215503,120,2020
215504,790,2020
215505,815,2020
215506,405,2020
215507,25,2020
215508,510,2020
215509,520,2020
215510,665,2020
215511,530,2020
215512,500,2020
215513,4,2020
215514,475,2020
215515,50,2020
215516,979,2020
215517,50,2020
215518,435,2020
215519,1020,2020
215520,300,2020
215521,545,2020
215522,95,2020
215523,235,2020
215524,749,2020
215525,1380,2020
215526,90,2020
215527,255,2020
215528,409,2020
215529,105,2020
215530,48,2020
215531,0,2020
215532,388,2020
215533,788,2020
215534,60,2020
215535,810,2020
215536,360,2020
215537,420,2020
215538,345,2020
215539,305,2020
215540,390,2020
215541,320,2020
215542,825,2020
215543,835,2020
215544,1050,2020
215545,807,2020
215546,0,2020
215547,225,2020
215548,340,2020
215549,355,2020
215550,200,2020
215551,870,2020
215552,175,2020
215553,0,2020
215554,165,2020
215555,635,2020
215556,195,2020
215557,585,2020
215558,90,2020
215559,325,2020
215560,710,2020
215561,540,2020
215562,365,2020
215563,90,2020
215564,300,2020
215565,480,2020
215566,970,2020
215567,30,2020
215568,90,2020
215569,135,2020
215570,65,2020
215571,435,2020
215572,970,2020
215573,20,2020
215574,355,2020
215575,350,2020
215576,250,2020
215577,240,2020
215578,772,2020
215579,420,2020
215580,670,2020
215581,275,2020
215582,45,2020
215583,75,2020
215584,270,2020
215585,26,2020
215586,425,2020
215587,0,2020
215588,0,2020
215589,30,2020
215590,410,2020
215591,330,2020
215592,264,2020
215593,80,2020
215594,823,2020
215595,0,2020
215596,120,2020
215597,715,2020
215598,1080,2020
215599,135,2020
215600,0,2020
215601,177,2020
215602,250,2020
215603,110,2020
215604,428,2020
215605,240,2020
215606,0,2020
215607,117,2020
215608,300,2020
215609,320,2020
215610,120,2020
215611,290,2020
215612,0,2020
215613,780,2020
215614,585,2020
215615,290,2020
215616,940,2020
215617,110,2020
215618,56,2020
215619,355,2020
215620,925,2020
215621,555,2020
215622,413,2020
215623,270,2020
215624,755,2020
215625,240,2020
215626,510,2020
215627,15,2020
215628,120,2020
215629,30,2020
215630,186,2020
215631,195,2020
215632,485,2020
215633,370,2020
215634,803,2020
215635,150,2020
215636,190,2020
215637,725,2020
215638,310,2020
215639,650,2020
215640,810,2020
215641,121,2020
215642,390,2020
215643,90,2020
215644,315,2020
215645,50,2020
215646,505,2020
215647,180,2020
215648,220,2020
215649,60,2020
215650,10,2020
215651,182,2020
215652,835,2020
215653,691,2020
215654,405,2020
215655,360,2020
215656,500,2020
215657,60,2020
215658,770,2020
215659,40,2020
215660,583,2020
215661,50,2020
215662,270,2020
215663,90,2020
215664,325,2020
215665,390,2020
215666,356,2020
215667,0,2020
215668,145,2020
215669,1035,2020
215670,300,2020
215671,930,2020
215672,885,2020
215673,430,2020
215674,130,2020
215675,125,2020
215676,150,2020
215677,1380,2020
215678,155,2020
215679,0,2020
215680,305,2020
215681,415,2020
215682,275,2020
215683,222,2020
215684,420,2020
215685,260,2020
215686,532,2020
215687,740,2020
215688,450,2020
215689,30,2020
215690,280,2020
215691,145,2020
215692,135,2020
215693,170,2020
215694,805,2020
215695,200,2020
215696,815,2020
215697,240,2020
215698,290,2020
215699,70,2020
215700,523,2020
215701,15,2020
215702,533,2020
215703,250,2020
215704,270,2020
215705,443,2020
215706,545,2020
215707,270,2020
215708,765,2020
215709,240,2020
215710,500,2020
215711,210,2020
215712,258,2020
215713,0,2020
215714,260,2020
215715,445,2020
215716,465,2020
215717,780,2020
215718,290,2020
215719,255,2020
215720,840,2020
215721,244,2020
215722,600,2020
215723,245,2020
215724,830,2020
215725,870,2020
215726,510,2020
215727,1080,2020
215728,175,2020
215729,135,2020
215730,39,2020
215731,480,2020
215732,990,2020
215733,10,2020
215734,30,2020
215735,320,2020
215736,320,2020
215737,0,2020
215738,105,2020
215739,60,2020
215740,180,2020
215741,150,2020
215742,677,2020
215743,290,2020
215744,30,2020
215745,80,2020
215746,420,2020
215747,110,2020
215748,300,2020
215749,540,2020
215750,505,2020
215751,740,2020
215752,0,2020
215753,110,2020
215754,875,2020
215755,720,2020
215756,840,2020
215757,545,2020
215758,570,2020
215759,260,2020
215760,700,2020
215761,355,2020
215762,200,2020
215763,420,2020
215764,600,2020
215765,210,2020
215766,47,2020
215767,1050,2020
215768,420,2020
215769,507,2020
215770,235,2020
215771,480,2020
215772,792,2020
215773,0,2020
215774,360,2020
215775,0,2020
215776,65,2020
215777,390,2020
215778,855,2020
215779,545,2020
215780,30,2020
215781,440,2020
215782,140,2020
215783,539,2020
215784,165,2020
215785,80,2020
215786,840,2020
215787,15,2020
215788,365,2020
215789,180,2020
215790,60,2020
215791,155,2020
215792,314,2020
215793,179,2020
215794,240,2020
215795,282,2020
215796,225,2020
215797,460,2020
215798,125,2020
215799,120,2020
215800,42,2020
215801,356,2020
215802,770,2020
215803,108,2020
215804,720,2020
215805,245,2020
215806,780,2020
215807,0,2020
215808,1200,2020
215809,900,2020
215810,160,2020
215811,110,2020
215812,325,2020
215813,371,2020
215814,245,2020
215815,350,2020
215816,280,2020
215817,600,2020
215818,145,2020
215819,240,2020
215820,200,2020
215821,285,2020
215822,1110,2020
215823,210,2020
215824,75,2020
215825,550,2020
215826,2,2020
215827,15,2020
215828,475,2020
215829,900,2020
215830,443,2020
